dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source,vc_cascade_depth
MME,LLaVA-NeXT-8B_Biased_Test,382,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,383,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,388,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,392,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,394,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,396,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,398,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,399,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,402,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,407,vcf_only,Oth,Visual-CenterMask,Visual-CenterMask,visual_center,0.0,5,1,0.0429493002593517,1,tc_qmask,2.0,none,center,3
MME,LLaVA-NeXT-8B_Biased_Test,408,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,411,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,413,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,416,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,419,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,422,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,427,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,428,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,431,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,458,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,462,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,468,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,472,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,474,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,478,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,481,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,486,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,491,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,492,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,498,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,502,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,504,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,514,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,516,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,526,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,528,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,532,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,534,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,542,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,544,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,548,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,552,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,556,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,562,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,563,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,564,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,574,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,576,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,578,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,584,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,586,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,588,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,593,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,594,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,596,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,598,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,602,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,608,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,614,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,616,both,Oth,Joint-StrongBlur-QuestionMask,Joint-StrongBlur-QuestionMask,joint_strong,1.0,4,1,0.0650137215852737,1,tc_qmask,2.0,qmask,strong,
MME,LLaVA-NeXT-8B_Biased_Test,618,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,619,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,621,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,622,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,623,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,628,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,632,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,634,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,636,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,642,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,646,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,652,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,654,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,656,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,658,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,661,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,662,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,664,vcf_only,Oth,Visual-StrongBlur,Visual-StrongBlur,visual_strong,0.0,5,1,0.0493369400501251,1,tc_qmask,2.0,none,strong,3
MME,LLaVA-NeXT-8B_Biased_Test,666,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,668,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,672,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,674,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,684,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,696,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,698,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,702,both,Oth,Visual-Grayscale,Visual-Grayscale,visual_gray,0.0,3,1,0.0544447749853134,1,tc_qmask,2.0,none,gray,1
MME,LLaVA-NeXT-8B_Biased_Test,706,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,708,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,714,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,718,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,724,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,736,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,738,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,741,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,742,both,Oth,Visual-StrongBlur,Visual-StrongBlur,visual_strong,0.0,5,1,0.0483829751610755,1,tc_qmask,2.0,none,strong,3
MME,LLaVA-NeXT-8B_Biased_Test,747,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,751,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,752,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,754,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,756,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,758,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,764,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,766,both,Oth,Joint-CenterMask-QuestionMask,Joint-CenterMask-QuestionMask,joint_center,0.0,4,1,0.1003852635622024,1,tc_qmask,2.0,qmask,center,
MME,LLaVA-NeXT-8B_Biased_Test,767,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,768,both,Oth,Visual-StrongBlur,Visual-StrongBlur,visual_strong,0.0,5,1,0.0529225245118141,1,tc_qmask,2.0,none,strong,3
MME,LLaVA-NeXT-8B_Biased_Test,774,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,776,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,778,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,781,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,782,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,784,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,786,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,787,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,788,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,789,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,792,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,793,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,794,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,796,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,797,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,798,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,799,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,801,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,802,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,804,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,806,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,807,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,808,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,809,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,812,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,814,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,816,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,818,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,851,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,861,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,881,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,884,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,887,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,888,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,889,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,892,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,894,tcf_only,Oth,Joint-CenterMask-QuestionMask,Joint-CenterMask-QuestionMask,joint_center,0.0,4,1,0.1204849928617477,1,tc_qmask,2.0,qmask,center,
MME,LLaVA-NeXT-8B_Biased_Test,896,both,Oth,Joint-CenterMask-QuestionMask,Joint-CenterMask-QuestionMask,joint_center,0.0,4,1,0.1256344318389892,1,tc_qmask,2.0,qmask,center,
MME,LLaVA-NeXT-8B_Biased_Test,907,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,908,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,911,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,919,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,924,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,926,both,Oth,Joint-CenterMask-QuestionMask,Joint-CenterMask-QuestionMask,joint_center,0.0,4,1,0.1663381457328796,1,tc_qmask,2.0,qmask,center,
MME,LLaVA-NeXT-8B_Biased_Test,937,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,938,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,943,vcf_only,Oth,Visual-Grayscale,Visual-Grayscale,visual_gray,0.0,5,1,0.0282098352909088,1,tc_qmask,2.0,none,gray,3
MME,LLaVA-NeXT-8B_Biased_Test,944,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,946,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,948,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,949,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,954,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,957,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,958,vcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,961,both,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,966,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,967,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,968,both,Oth,Joint-CenterMask-QuestionMask,Joint-CenterMask-QuestionMask,joint_center,0.0,4,1,0.3447120785713196,1,tc_qmask,2.0,qmask,center,
MME,LLaVA-NeXT-8B_Biased_Test,972,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,973,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,976,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MME,LLaVA-NeXT-8B_Biased_Test,977,tcf_only,Oth,Conservative-2VC2TC,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
